address,postal,city,lat,lon
406 Brock Ave,M6H 3N3,Toronto,43.6538998,-79.4373907
15 Boulton Dr,M4V 2V4,Toronto,43.67774989999999,-79.40330370000001
103 Chatsworth Dr,M4R 1R8,Toronto,43.7215551,-79.4074052
125 Rosemount Ave,M6H,Toronto,43.6762735,-79.4421054
37 Geoffrey St,M6R 1P2,Toronto,43.6486048,-79.4462489
77 Nairn Ave,M6E 4G8,Toronto,43.6787233,-79.4492155
33 Earl St,M4Y 1M4,Toronto,43.6682565,-79.3769501
973 Lansdowne Ave,M6H 3Z5,Toronto,43.66611169999999,-79.44601770000001
27 Kilbarry Rd,M5P 1K4,Toronto,43.69563170000001,-79.40083030000001
255 Chaplin Cres,M5P 1B1,Toronto,43.7009719,-79.4132008
91 Pleasant Blvd,M4T 1K2,Toronto,43.6875693,-79.39095999999999
51 Pendrith St,M6G 1R6,Toronto,43.6668419,-79.422285
302 Riverdale Ave,M4J 1A2,Toronto,43.6715824,-79.341253
10C Portland St,M5V 3N6,Toronto,43.6419427,-79.3992011
103 Salem Ave,M6H 3C2,Toronto,43.6634339,-79.43248369999999
1924 Queen St E,M4L 1H5,Toronto,43.6694034,-79.30385079999999
106 Billings Ave,M4L 2S4,Toronto,43.6691093,-79.32643159999999
823 Eglinton Ave W,M5N 1E1,Toronto,43.70093199999999,-79.4248767
379 Montrose Ave,M6G 3H2,Toronto,43.6599492,-79.4194423
12 Wascana Ave,M5A 1V5,Toronto,43.6579965,-79.3585557
1026 Logan Ave,M4K 3E5,Toronto,43.6818415,-79.35112529999999
70 Eastwood Rd,M4L 2C8,Toronto,43.67367,-79.3163288
84 Benson Ave,M6G 2H8,Toronto,43.6798481,-79.4263394
38 Granby St,M5B 2J5,Toronto,43.6610279,-79.3809998
22 Fenwick Ave,M4K 3H3,Toronto,43.6769393,-79.3482985
10 Harvard Ave,M6R 1C6,Toronto,43.6410624,-79.44336799999999
84 Wroxeter Ave,M4J 1E6,Toronto,43.675716,-79.341374
99 Ronan Ave,M4N 2Y2,Toronto,43.7293704,-79.3947719
1227 Bathurst St,M5R 3H3,Toronto,43.6758284,-79.4151658
137 Bedford Rd,M5R 2K7,Toronto,43.6738296,-79.3992633
31 Harris Ave,M4C 1P3,Toronto,43.6877979,-79.3063385
77 Ravina Cres,M4J 3L9,Toronto,43.67888809999999,-79.33859269999999
666 Crawford St,M6G 3K2,Toronto,43.6611837,-79.42165829999999
44 Hilltop Rd,M6C 3E2,Toronto,43.7035105,-79.42904879999999
382 Davisville Ave,M4S 1H3,Toronto,43.7015751,-79.38198410000001
465 Parliament St,M5A 3A3,Toronto,43.66387590000001,-79.3676606
30 Fennings St,M6J 3B8,Toronto,43.6447644,-79.42185289999999
1090 Bloor St W,M6H 1M6,Toronto,43.6603977,-79.4340167
170 Wildwood Cres,M4L 2K7,Toronto,43.6817187,-79.3115028
225 Rhodes Ave,M4L 3A2,Toronto,43.6711224,-79.3195045
475 Willard Ave,M6S 3R7,Toronto,43.6578023,-79.48423170000001
37 Glenrose Ave,M4T 1K3,Toronto,43.6888917,-79.3846495
39 Whitehall Rd,M4W 2C5,Toronto,43.6843464,-79.38054269999999
44 Vernon St,M6P 1T1,Toronto,43.6635636,-79.47963850000001
54 Ascot Ave,M6E 1E7,Toronto,43.6798616,-79.44611669999999
41 Aldergrove Ave,M4C 1B3,Toronto,43.682068,-79.3126188
111 Caroline Ave,M4M 2X6,Toronto,43.661748,-79.3349277
46 Woodington Ave,M4C 3J3,Toronto,43.68536470000001,-79.3217531
501 Ontario St,M4X 1M8,Toronto,43.6649758,-79.37085379999999
119 Castlewood Rd,M5N 2L3,Toronto,43.7069674,-79.4155835
93 Vanauley Walk,M5T 2H9,Toronto,43.6497359,-79.3994115
65 Edith Dr,M4R 1Z1,Toronto,43.7076956,-79.4032403
3 Riverdale Ave,M4K 1C2,Toronto,43.6687997,-79.3523793
36 Lower Village Gt,M5P 3L7,Toronto,43.687826,-79.4161309
710 Queen St W,M6J 1G1,Toronto,43.6463556,-79.4087656
76 Delaware Ave,M6H 2T1,Toronto,43.65693659999999,-79.4266251
248 Snowdon Ave,M4N 2B3,Toronto,43.7332307,-79.3946203
95 Runnymede Rd,M6S 2Y4,Toronto,43.6498739,-79.4755519
406 Christie St,M6G 3C6,Toronto,43.6746773,-79.4228652
547 St Clements Ave,M5N 1M3,Toronto,43.7080689,-79.42069359999999
90 Follis Ave,M6G 1S6,Toronto,43.6689271,-79.41683820000002
15 Parliament St,M5A 1C1,Toronto,43.6474884,-79.36131069999999
156 First Ave,M4M 1X1,Toronto,43.6660712,-79.34658870000001
202 Hallam St,M6H 1X7,Toronto,43.66671969999999,-79.43453319999999
46 Walker Ave,M4V 1G2,Toronto,43.6825659,-79.3945536
433 Kingston Rd,M4L 1V2,Toronto,43.67658369999999,-79.30429989999999
1674 Dufferin St,M6H 3M1,Toronto,43.6774828,-79.44318849999999
63 Marlee Ave,M6E 3B2,Toronto,43.699887,-79.43996709999999
14 Fourth St,M8V 2Y3,Toronto,43.59790599999999,-79.5006068
278 Augusta Ave,M5T 2L9,Toronto,43.6568404,-79.4031701
31 Marmaduke St,M6R 1T1,Toronto,43.6500638,-79.45182129999999
314 Harbord St,M6G 1G8,Toronto,43.6601817,-79.4167995
19 Fairleigh Cres,M6C 3R7,Toronto,43.69942380000001,-79.43845680000001
50 Walpole Ave,M4L 2H9,Toronto,43.67462190000001,-79.3275769
93 Miller St,M6N 2Z8,Toronto,43.66960659999999,-79.4600828
176 Christie St,M6G 3B5,Toronto,43.6681573,-79.42018949999999
76 Empire Ave,M4M 2L4,Toronto,43.6591315,-79.3443224
94 Nassau St,M5T 1M7,Toronto,43.6549843,-79.4042051
43 Manor Rd W,M5P 1E6,Toronto,43.702039,-79.399069
47 Lyall Ave,M4E 1W1,Toronto,43.6810128,-79.2950633
646 Queen St W,M6J 1E4,Toronto,43.6468623,-79.4062783
66 Brule Gdns,M6S 4J2,Toronto,43.6456477,-79.4881346
103 Charles St E,M4Y 1V2,Toronto,43.66978779999999,-79.38009149999999
2 Monarch Park Ave,M4J 4P8,Toronto,43.67916169999999,-79.3259561
545 St Clair Ave W,M6C 1A3,Toronto,43.68241829999999,-79.4205631
11 Windward Lane,M5E 1W7,Toronto,43.6423886,-79.374264
130 McRoberts Ave,M6E 4P5,Toronto,43.6790442,-79.4551151
116 Atlantic Ave,M6K 1X9,Toronto,43.6395249,-79.4213106
3097 Dundas St W,M6P 1Z9,Toronto,43.6654175,-79.47291709999999
57 Claremont St,M6J 2M7,Toronto,43.6481146,-79.410217
19 Parkwood Ave,M4V 2W9,Toronto,43.6861818,-79.40937679999999
314 Runnymede Rd,M6S 2Y6,Toronto,43.6533507,-79.4774652
12 Scarborough Rd,M4E 3M5,Toronto,43.6738825,-79.2846962
56 Ava Rd,M5P 1Y8,Toronto,43.697443,-79.4238077
492 Palmerston Blvd,M6G 2P3,Toronto,43.66225180000001,-79.4129562
57 Farnham Ave,M4V 1H6,Toronto,43.68429099999999,-79.3954464
516 Markham St,M6G 2L5,Toronto,43.6631406,-79.4119951
21 Peel Ave,M6J 1M3,Toronto,43.6436868,-79.4288371
421 Soudan Ave,M4S 1W6,Toronto,43.7067528,-79.38542269999999
42 O'Hara Ave,M6K 2P8,Toronto,43.6426309,-79.4349987
2A Lindsey Ave,M6H 1C9,Toronto,43.6542501,-79.4305677
828 Bay St,M5S 1Z6,Toronto,43.6618666,-79.38649269999999
331 Eglinton Ave E,M4P 1L7,Toronto,43.708904,-79.38687670000002
346 Rhodes Ave,M4L 3A3,Toronto,43.6745275,-79.32135989999999
1072 Dufferin St,M6H 4B6,Toronto,43.66149009999999,-79.4362917
697 Manning Ave,M6G 2W3,Toronto,43.6652243,-79.41621010000001
932 Logan Ave,M4K 3E4,Toronto,43.6790829,-79.3500979
1224 Lansdowne Ave,M6H 3Z8,Toronto,43.6734428,-79.44963159999999
24 Cassels Ave,M4E 1Y1,Toronto,43.6795529,-79.30863839999999
226 Queen St E,M5A 1S3,Toronto,43.6547762,-79.3690061
6 Glen Manor Dr,M4E 1A4,Toronto,43.6685369,-79.2914464
31 Whitaker Ave,M6J 1A2,Toronto,43.6436587,-79.4067998
88 Pearson Ave,M6R 1G5,Toronto,43.6428836,-79.44328589999999
2 Ivy Ave,M4L 2H7,Toronto,43.67258289999999,-79.33404349999999
30 Palmerston Ave,M6J 2H7,Toronto,43.6478171,-79.4070572
148 Brickworks Lane,M6N 5H7,Toronto,43.6750561,-79.4687735
181 Osler St,M6N 2Z2,Toronto,43.6687857,-79.458589
100 Melville Ave,M6G 1Y2,Toronto,43.6702004,-79.42524569999999
244 Lisgar St,M6J 3G7,Toronto,43.6478991,-79.4263119
74 Bathurst St,M5V 2P5,Toronto,43.6429635,-79.402732
84 Chestnut Pk,M4W 1W9,Toronto,43.6799952,-79.3831379
21 St Clarens Ave,M6K 2S4,Toronto,43.6475053,-79.43710779999999
400 Beresford Ave,M6S 3B5,Toronto,43.65619299999999,-79.4802066
792 Gladstone Ave,M6H 3J6,Toronto,43.6674592,-79.4375228
122 Granby St,M5B 1J1,Toronto,43.6616437,-79.37780269999999
294 Forman Ave,M4S 2S7,Toronto,43.7075333,-79.3858699
122 Glenview Ave,M4R 1P8,Toronto,43.7196237,-79.408473
309 Augusta Ave,M5T 2M2,Toronto,43.656769,-79.402498
458 Runnymede Rd,M6S 2Z1,Toronto,43.6581434,-79.479338
44 Rhyl Ave,M4L 1R9,Toronto,43.6751394,-79.3053477
2B Shank St,M6J 3T8,Toronto,43.6426837,-79.41324200000001
49 Bain Ave,M4K 1E5,Toronto,43.6710871,-79.3501663
56 Alexandra Blvd,M4R 1L9,Toronto,43.7169099,-79.4035895
35 Deforest Rd,M6S 1J1,Toronto,43.6485931,-79.4755285
2190A Bloor St W,M6S 1N3,Toronto,43.6516548,-79.4748491
33 Bartlett Ave,M6H 3E8,Toronto,43.6617656,-79.4331814
474 Maybank Ave,M6N 3S8,Toronto,43.6781788,-79.4749736
683 Balliol St,M4S 1E6,Toronto,43.7013893,-79.37543990000002
665 Roselawn Ave,M5N 1L1,Toronto,43.7051417,-79.424894
107 Silver Birch Ave,M4E 3L3,Toronto,43.6740568,-79.2853531
32 Norton Ave,M2N 0C6,Toronto,43.772636,-79.4126218
80 Wolfrey Ave,M4K 1K8,Toronto,43.6750333,-79.3539261
200 Benny Stark St,M6N 3N4,Toronto,43.6796148,-79.4682847
418 Merton St,M4S 1B3,Toronto,43.6990767,-79.3832648
25 Gloucester St,M4Y 1L8,Toronto,43.666667,-79.3839627
304 Manning Ave,M6J 2K9,Toronto,43.6540047,-79.41221469999999
34 Isabella St,M4Y 1N1,Toronto,43.6681783,-79.3839737
333A Roncesvalles Ave,M6R 2M8,Toronto,43.649252,-79.44985969999999
507 Craven Rd,M4L 2Z6,Toronto,43.6729177,-79.3211838
90 Sorauren Ave,M6R 2E2,Toronto,43.6425198,-79.44230809999999
104 Northcote Ave,M6J 3K3,Toronto,43.64529479999999,-79.4272132
195 Melita Ave,M6G 2A1,Toronto,43.6739865,-79.4201439
389 Castlefield Ave,M5N 1L4,Toronto,43.7085594,-79.4139429
1366A Danforth Ave,M4J 1M9,Toronto,43.6825114,-79.3284161
194 Erskine Ave,M4P 1Z4,Toronto,43.7129054,-79.3911542
262A Sherbourne St,M5A 2S1,Toronto,43.6591414,-79.3717391
136 Geary Ave,M6H 4H1,Toronto,43.6705364,-79.43539919999999
564 Parliament St,M4X 1P8,Toronto,43.6673161,-79.36954879999999
165 Wallace Ave,M6H 1V1,Toronto,43.6625139,-79.4430406
271 Davisville Ave,M4S 1H1,Toronto,43.7003591,-79.38613079999999
388 Perth Ave,M6P 3Y4,Toronto,43.6649484,-79.4523597
161 Campbell Ave,M6P 3V3,Toronto,43.6619421,-79.44811659999999
85 Gore Vale Ave,M6J 2R5,Toronto,43.6485486,-79.4123841
392 King St E,M5A 1K9,Toronto,43.6540199,-79.3612732
68 Fairleigh Cres,M6C 3R9,Toronto,43.7017981,-79.439292
150 Strachan Ave,M6J 2S9,Toronto,43.6438366,-79.4128672
555 Parliament St,M4X 1P7,Toronto,43.6665251,-79.36871000000001
37 Hendrick Ave,M6G 3S4,Toronto,43.6792919,-79.4305803
64 Robert St,M5S 2K3,Toronto,43.6592869,-79.402743
70 Highbourne Rd,M5P 2J4,Toronto,43.6987843,-79.4051947
284 Lee Ave,M4E 2P5,Toronto,43.6760318,-79.3004644
163 Rankin Cres,M6P 4H8,Toronto,43.660219,-79.4467346
298 Old Weston Rd,M6N 3A4,Toronto,43.6722833,-79.4628626
66 Silverthorn Ave,M6N 3J8,Toronto,43.675719,-79.4608532
1325 Bay St,M5R 2C4,Toronto,43.6727377,-79.3904208
33 Aziel St,M6P 2N8,Toronto,43.6620314,-79.46622860000001
23 Yarmouth Rd,M6G 1W7,Toronto,43.6699329,-79.4206809
176 Lawrence Ave W,M5M 1A8,Toronto,43.7236597,-79.4100539
9 Monarch Park Ave,M4J 4P9,Toronto,43.6794873,-79.3256241
189 Indian Road Cres,M6P 2G6,Toronto,43.6611592,-79.45989039999999
67 Pleasant Blvd,M4T 1K2,Toronto,43.6874949,-79.39157809999999
9 Southwood Dr,M4E 2T7,Toronto,43.6747795,-79.2961353
45 Swanwick Ave,M4E 1Z4,Toronto,43.6822451,-79.29872379999999
430 Queen St E,M5A 1T4,Toronto,43.6562716,-79.3619241
26 Gillespie Ave,M6N 2Y6,Toronto,43.6711585,-79.4589761
284 Beresford Ave,M6S 3B3,Toronto,43.651993,-79.4784081
136 Soudan Ave,M4S 1V9,Toronto,43.7054971,-79.393051
308 Richmond St W,M5V 1X2,Toronto,43.6491299,-79.3918665
92 Monarch Park Ave,M4J 4R2,Toronto,43.6816214,-79.32697209999999
425 Margueretta St,M6H 3S6,Toronto,43.66132090000001,-79.440446
286 Bleecker St,M4X 1K7,Toronto,43.6685576,-79.3744222
4 Edmund Gt,M4V 2N1,Toronto,43.68156,-79.4015354
35A Roxborough St W,M5R 1T9,Toronto,43.6776154,-79.3916333
945 College St,M6H 1A6,Toronto,43.6534647,-79.4265935
233C College St,M5T 1R4,Toronto,43.658141,-79.39782120000001
109 Vanauley Walk,M5T 2H9,Toronto,43.6501694,-79.39955359999999
16 Nancy Pocock Pl,M6G 4B7,Toronto,43.6625269,-79.4176384
28 Costain Ave,M4E 2G6,Toronto,43.6836134,-79.3061291
881 King St W,M7A 2A9,Toronto,43.6421781,-79.41087379999999
200 Rankin Cres,M6P 4H9,Toronto,43.6609714,-79.4473081
830 Gerrard St E,M4M 1Y7,Toronto,43.6675935,-79.3437714
630 Bathurst St,M5S 2R1,Toronto,43.660533,-79.4096476
241 Roxton Rd,M6G 3R1,Toronto,43.6552126,-79.4213298
24 Osborne Ave,M4E 3A9,Toronto,43.6820657,-79.2964985
17 Cedar Ave,M4E 1K1,Toronto,43.6744086,-79.2871091
19 Cloverdale Rd,M6N 3L6,Toronto,43.674432,-79.4614562
48 Oak Park Ave,M4C 4L9,Toronto,43.6887147,-79.3083742
94 Jones Ave,M4M 2Z8,Toronto,43.6651742,-79.33409069999999
5 Alhambra Ave,M6R 2S4,Toronto,43.65383569999999,-79.45275629999999
298 Withrow Ave,M4J 1B7,Toronto,43.6725826,-79.3407579
41 Swansea Mews,M6S,Toronto,43.6387484,-79.4709465
573 Millwood Rd,M4S 1K7,Toronto,43.703262,-79.37872809999999
570 St Clarens Ave,M6H 3W7,Toronto,43.66211819999999,-79.4433363
116 Galt Ave,M4M 2Z3,Toronto,43.6700098,-79.3372373
464 Gerrard St E,M5A 2H3,Toronto,43.6636293,-79.360053
258 Campbell Ave,M6P 3V6,Toronto,43.6645133,-79.44965499999999
301 Pacific Ave,M6P 2P8,Toronto,43.662052,-79.4668995
86R Kenneth Ave,M2N,Toronto,43.7677374,-79.4069485
96 Sheridan Ave,M6K 2H1,Toronto,43.6484476,-79.43331599999999
693 Annette St,M6S 2C9,Toronto,43.6588439,-79.4846972
191 Highbourne Rd,M5P 2J8,Toronto,43.70462029999999,-79.40710109999999
70 Hazelton Ave,M5R 2E2,Toronto,43.6730372,-79.3942246
964 Bathurst St,M5R 3G5,Toronto,43.6694258,-79.41317599999999
10 Mc Gee St,M4M 2K9,Toronto,43.6575255,-79.3446855
347 Jones Ave,M4J 3G4,Toronto,43.6727791,-79.3369712
85 Evans Ave,M8Z 1H7,Toronto,43.6198849,-79.50459339999999
17 Belmont St,M5R 1P9,Toronto,43.6752452,-79.3898153
54 William Hancox Ave,M4E 3W9,Toronto,43.6866665,-79.2941361
81 Highfield Rd,M4L 2T9,Toronto,43.6694598,-79.3239383
64 Fuller Ave,M6R 2C3,Toronto,43.6420593,-79.4400503
102 Earl Pl,M4Y 3B9,Toronto,43.66805600000001,-79.3788709
34 Fairford Ave,M4L 2Z3,Toronto,43.6746517,-79.3222821
762 Queen St W,M6J 1E9,Toronto,43.6459869,-79.4105184
63 Dunn Ave,M6K 2R5,Toronto,43.6335714,-79.4314426
163 Pendrith St,M6G 1R9,Toronto,43.6661344,-79.4254967
204 Dunn Ave,M6K 2R9,Toronto,43.6388206,-79.43392399999999
106 Ardagh St,M6S 1Y7,Toronto,43.6567418,-79.4834808
210 Rankin Cres,M6P 4H9,Toronto,43.6611687,-79.44742
29 Tennis Cres,M4K 1J4,Toronto,43.6728525,-79.3536048
20 College St,M5G 1K2,Toronto,43.66144509999999,-79.3841056
6 Edward St,M5G 1M8,Toronto,43.656074,-79.3847579
10 Brule Gdns,M6S 4J2,Toronto,43.6441959,-79.48885349999999
18 Queen's Park Cres W,M5S 2W2,Toronto,43.6641835,-79.3936159
80 Lavinia Ave,M6S 3H8,Toronto,43.6471416,-79.4781775
61 Roslin Ave,M4N 1Z1,Toronto,43.72996149999999,-79.40000359999999
27 Strathmore Blvd,M4J 1P1,Toronto,43.6808509,-79.3387044
253 Major St,M5S 2L5,Toronto,43.6650564,-79.4055795
2461A Bloor St W,M6S 1P7,Toronto,43.6489418,-79.4847085
117 Longboat Ave,M5A 4C6,Toronto,43.6485214,-79.36239770000002
794 Mount Pleasant Rd,M4P 2L2,Toronto,43.7086038,-79.3905934
131 Sherwood Ave,M4P 2A6,Toronto,43.7146109,-79.3932889
1171 Lansdowne Ave,M6H 3Z7,Toronto,43.6706089,-79.4478081
15 Fenwick Ave,M4K 3H2,Toronto,43.6769701,-79.3477218
27 Pear Tree Mews,M6P 4H2,Toronto,43.6580173,-79.4470726
1275A Queen St W,M6K 1L6,Toronto,43.6414798,-79.4317829
52 Shirley St,M6K 1T1,Toronto,43.6480857,-79.4383643
149 Banff Rd,M4P 2P8,Toronto,43.71149399999999,-79.3825056
323 Sunnyside Ave,M6R 2R5,Toronto,43.6477387,-79.4519191
83 Cottingham St,M4V 1B9,Toronto,43.6798364,-79.3950061
15 Vesta Dr,M5P 2Z4,Toronto,43.6913972,-79.416725
120 Perth Ave,M6P 4E1,Toronto,43.6574265,-79.449688
1 Kent Rd,M4L 2X5,Toronto,43.6660123,-79.3199624
209 Melrose Ave,M5M 1Y9,Toronto,43.7306849,-79.41392019999999
175 Bingham Ave,M4E 3R2,Toronto,43.6828639,-79.2857331
693 Queen St E,M4M 1G6,Toronto,43.6587024,-79.3502536
89 Whistle Post St,M4E 3W7,Toronto,43.68681429999999,-79.2947927
673 Greenwood Ave,M4J 4B3,Toronto,43.682168,-79.3324145
16 Wolseley St,M5T 1A2,Toronto,43.6487157,-79.4013764
50 Lowther Ave,M5R 1C6,Toronto,43.6707066,-79.3980194
331 Wolverleigh Blvd,M4C 1S5,Toronto,43.6864491,-79.31656199999999
10 Wallace Ave,M6H 1T5,Toronto,43.6639214,-79.4377204
22 McGill St,M5B 1H2,Toronto,43.6602339,-79.3814924
480 Lansdowne Ave,M6H 3Y3,Toronto,43.6570672,-79.4425937
137 Hamilton St,M4M 2C9,Toronto,43.6624224,-79.35208159999999
26 Grafton Ave,M6R 1C4,Toronto,43.6398656,-79.445601
162 Galley Ave,M6R 1H1,Toronto,43.6430315,-79.44733509999999
140 Lansdowne Ave,M6K 2V9,Toronto,43.6450329,-79.4388304
1253 Lansdowne Ave,M6H 3Z9,Toronto,43.6722054,-79.4482704
404 Brock Ave,M6H 3N3,Toronto,43.6537916,-79.4372987
7 Constance St,M6R 1S3,Toronto,43.6494164,-79.4507081
52 Regal Rd,M6H 2J8,Toronto,43.6750946,-79.43600099999999
93 Walker Ave,M4V 1G3,Toronto,43.6819268,-79.3956565
108 Cleveland St,M4S 2W5,Toronto,43.7030208,-79.3781346
122 Atlantic Ave,M6K 1X9,Toronto,43.6396643,-79.4213752
41 Westlake Ave,M4C 4P7,Toronto,43.6868677,-79.30450019999999
233 Lansdowne Ave,M6K 2W2,Toronto,43.6485309,-79.4388634
303 Kingswood Rd,M4E 3N8,Toronto,43.6813921,-79.2861355
54 Wineva Ave,M4E 2T2,Toronto,43.66916370000001,-79.29502149999999
87 Wychcrest Ave,M6G 3X8,Toronto,43.6725814,-79.42538429999999
228 Maria St,M6P 1W4,Toronto,43.6665325,-79.4801529
21 Melinda St,M5E 1H5,Toronto,43.64833309999999,-79.37826679999999
460 Melita Cres,M6G 3Y1,Toronto,43.6722022,-79.4265594
48 Corley Ave,M4E 1T9,Toronto,43.67707559999999,-79.3070205
190 Rusholme Rd,M6H 2Y7,Toronto,43.6552383,-79.42922209999999
373 Milverton Blvd,M4J 1W1,Toronto,43.68601839999999,-79.326786
1975 Yonge St,M4S 1Z7,Toronto,43.6999073,-79.3967222
1222A King St W,M6K 1G4,Toronto,43.6390345,-79.4283219
93 Ritchie Ave,M6R 2K1,Toronto,43.6541335,-79.4488638
56 Hazelwood Ave,M4J 1K5,Toronto,43.678712,-79.34249260000001
208 Carlton St,M5A 2L1,Toronto,43.6640145,-79.3701351
390 Eglinton Ave W,M5N 1A2,Toronto,43.7044799,-79.4102106
370 Highfield Rd,M4L 2V6,Toronto,43.6754332,-79.3267205
728 Crawford St,M6G 3K3,Toronto,43.663468,-79.4225395
114 Kendal Ave,M5R 1L9,Toronto,43.6736641,-79.40944929999999
46 Montrose Ave,M6J 2T7,Toronto,43.6514031,-79.416659
128 Wells St,M5R 1P4,Toronto,43.6704538,-79.4126295
24 Russett Ave,M6H 3M3,Toronto,43.6605289,-79.43707789999999
700 Yonge St,M4Y 2A6,Toronto,43.6678351,-79.38598979999999
1056 Queen St W,M6J 3B9,Toronto,43.6440827,-79.42098829999999
1562 Queen St E,M4L 1E9,Toronto,43.6660147,-79.3189438
100 Rainsford Rd,M4L 3N9,Toronto,43.6721254,-79.308652
15 Edgewood Ave,M4L 3G8,Toronto,43.6702397,-79.3124242
72 Spruce Hill Rd,M4E 3G3,Toronto,43.6743373,-79.2898831
298 Kenilworth Ave,M4L 3S8,Toronto,43.6749452,-79.30446719999999
186 Langley Ave,M4K 1B7,Toronto,43.6699039,-79.34458649999999
17 Amelia St,M4X 1E2,Toronto,43.6673517,-79.3682591
55 Hammersmith Ave,M4E 2W3,Toronto,43.6701257,-79.29379639999999
153 Old Forest Hill Rd,M5N 2N7,Toronto,43.7025885,-79.4248909
194 Rhodes Ave,M4L 3A1,Toronto,43.6705652,-79.31973169999999
107 Winners Crcl,M4L 3Y7,Toronto,43.6671895,-79.30982139999999
148 Langley Ave,M4K 1B5,Toronto,43.66942299999999,-79.3466657
293 Broadview Ave,M4M 2G8,Toronto,43.6638908,-79.3518266
70 Logan Ave,M4M 2M8,Toronto,43.6562998,-79.34095669999999
629 Melita Cres,M6G 3Z2,Toronto,43.6734753,-79.4235923
87 Larchmount Ave,M4M 2Y6,Toronto,43.6616387,-79.3337744
56 Arundel Ave,M4K 3A4,Toronto,43.6796193,-79.3516437
14 Cortleigh Blvd,M4R 1K6,Toronto,43.7136783,-79.4072984
122 Lisgar St,M6J 3G3,Toronto,43.6439895,-79.42413909999999
132 Roxborough St W,M5R 1V1,Toronto,43.6771921,-79.3960247
1177 Lansdowne Ave,M6H 3Z7,Toronto,43.6707391,-79.4478276
201 Browning Ave,M4K 1W9,Toronto,43.6826225,-79.3483378
41 Caledonia Rd,M6E 4S3,Toronto,43.6767864,-79.455111
145 Wildwood Cres,M4L 2K9,Toronto,43.6810132,-79.31216049999999
256 Russell Hill Rd,M4V 2T2,Toronto,43.6844597,-79.4078992
13 Lewis St,M4M 2H2,Toronto,43.6570111,-79.34756809999999
186 Wanless Ave,M4N 1W2,Toronto,43.7282513,-79.3950485
40 Gwynne Ave,M6K 2C3,Toronto,43.6399891,-79.4295191
64 Roselawn Ave,M4R 1E6,Toronto,43.7106808,-79.40137299999999
31 Turnberry Ave,M6N 1P7,Toronto,43.6785971,-79.46352929999999
372 Berkeley St,M5A 2X7,Toronto,43.6629768,-79.3691249
151 Shaw St,M6J 2W6,Toronto,43.6459233,-79.4164361
2277 Queen St E,M4E 1G5,Toronto,43.6713746,-79.2928143
259 Boston Ave,M4M 2V4,Toronto,43.6668574,-79.3407579
11 Grand Trunk Cres,M5J 3A3,Toronto,43.6416273,-79.38280639999999
392 Montrose Ave,M6G 3H1,Toronto,43.6604011,-79.4200661
129 Roncesvalles Ave,M6R 2L2,Toronto,43.6430867,-79.4474405
125 Front St E,M5A 1E3,Toronto,43.6497862,-79.3699798
146 Campbell Ave,M6P 3V2,Toronto,43.660955,-79.4484216
15 Regal Rd,M6H 2J5,Toronto,43.6750293,-79.4336275
11 Badgerow Ave,M4M 1T9,Toronto,43.6661308,-79.34120899999999
378 Margueretta St,M6H 3S5,Toronto,43.6600863,-79.4403581
1953 Dundas St E,M4L 1M7,Toronto,43.6688109,-79.3163802
19 Salisbury Ave,M4X 1C3,Toronto,43.6669209,-79.3666964
212 St Clarens Ave,M6H 3W3,Toronto,43.6525576,-79.4395008
223 Jameson Ave,M6K 1M3,Toronto,43.6402831,-79.43700609999999
56 Harbord St,M5S 1G2,Toronto,43.6634993,-79.4012915
20 McNairn Ave,M5M 2H5,Toronto,43.73553270000001,-79.4058307
336 Kennedy Ave,M6P 3C3,Toronto,43.6546765,-79.4769581
92 Glenmount Park Rd,M4E 2N2,Toronto,43.6801243,-79.3051716
43 Langley Ave,M4K 1B4,Toronto,43.6681275,-79.351022
149 Wheeler Ave,M4L 3V5,Toronto,43.6750244,-79.3007327
504 King St E,M5A 1M1,Toronto,43.6561743,-79.3575697
870 Bathurst St,M5R 3G3,Toronto,43.6670335,-79.4122636
35 Manor Rd W,M5P 1E6,Toronto,43.702121,-79.3987975
24 Gwynne Ave,M6K 2C3,Toronto,43.6396026,-79.4294724
58 Gainsborough Rd,M4L 3C2,Toronto,43.6722237,-79.3177505
49 Montrose Ave,M6J 2T6,Toronto,43.6518243,-79.4162862
18A Sherwood Ave,M4P 2A7,Toronto,43.7139347,-79.3985627
27 Mc Murray Ave,M6P 2S9,Toronto,43.6662119,-79.4710257
228 Roncesvalles Ave,M6R 2L7,Toronto,43.6451231,-79.4489577
26 Wiltshire Ave,M6N 2V9,Toronto,43.6687996,-79.4514251
50 Beresford Ave,M6S 3A8,Toronto,43.6473209,-79.4759292
698 St Clarens Ave,M6H 3X1,Toronto,43.6663345,-79.44532530000001
214 Markham St,M6J 2G6,Toronto,43.653746,-79.4082146
9 Keystone Ave,M4C 1G9,Toronto,43.6853636,-79.30986
10D Howick Ave,M6N 1M8,Toronto,43.67704,-79.45975899999999
292 Waverley Rd,M4L 3T6,Toronto,43.6753205,-79.3034594
28 Berryman St,M5R 1M6,Toronto,43.6736161,-79.3927836
8 Springmount Ave,M6H 2Y4,Toronto,43.67546309999999,-79.4359511
31 Willow Ave,M4E 3K1,Toronto,43.6709834,-79.2852209
5 Inkerman St,M4Y 1M5,Toronto,43.6670281,-79.3868766
79 Rosethorn Ave,M6N 3K9,Toronto,43.6790663,-79.46267580000001
